change_status,action_status,product_slug,source_id,source_title,priority,route_status,local_pdf_status,local_pdf_path,sha256,packet_status,deterministic_candidate_count,extraction_task_open,source_page_path
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,astolfi2021-italy-powdered-infant-formula-elements,Determination of 40 Elements in Powdered Infant Formulas and Related Risk Assessment,P2-confirm-local-pdf-match,missing_broad_product_context,candidate_local_pdf_needs_review,raw/studies/Content and Dietary Exposure Assessment of Toxic Elements in Infant Formulas from the Chinese Market.pdf,e383a84226c9f495e48093ddbbb661ae3fee7f7089dc87714558cb8559ad4e16,not_packetized,0,false,wiki/sources/astolfi2021-italy-powdered-infant-formula-elements.md
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,burrell2010-aluminium-in-infant-formulas,There is (still) too much aluminium in infant formulas,P2-confirm-local-pdf-match,source_on_page_no_structured_value,candidate_local_pdf_needs_review,raw/studies/Content and Dietary Exposure Assessment of Toxic Elements in Infant Formulas from the Chinese Market.pdf,e383a84226c9f495e48093ddbbb661ae3fee7f7089dc87714558cb8559ad4e16,not_packetized,0,false,wiki/sources/burrell2010-aluminium-in-infant-formulas.md
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,chekri2019-french-infant-toddler-tds-trace-elements,Trace element contents in foods from the first French Total Diet Study on infants and toddlers,P2-confirm-local-pdf-match,source_on_page_no_structured_value,candidate_local_pdf_needs_review,raw/studies/FM_8924153_Evaluation_of_metallic_trace_elements_contents_in_some_major.pdf,09f5a1df8a6ae8422439b243669a61d8898944a1b61f2a17d91942c6b98bed89,not_packetized,0,false,wiki/sources/chekri2019-french-infant-toddler-tds-trace-elements.md
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,chuchu2013-aluminium-in-infant-formulas,The aluminium content of infant formulas remains too high,P2-confirm-local-pdf-match,source_on_page_no_structured_value,candidate_local_pdf_needs_review,raw/studies/Content and Dietary Exposure Assessment of Toxic Elements in Infant Formulas from the Chinese Market.pdf,e383a84226c9f495e48093ddbbb661ae3fee7f7089dc87714558cb8559ad4e16,not_packetized,0,false,wiki/sources/chuchu2013-aluminium-in-infant-formulas.md
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,P2-confirm-local-pdf-match,source_on_page_no_structured_value,candidate_local_pdf_needs_review,"raw/studies/Toxic Metals and Metalloids in Infant Formulas Marketed in Brazil, and Child Health Risks According to the Target Hazard Quotients and Target Cancer Risk.pdf",75b40a844352955ff5acfbf8a18b778eb4a2fe613bdb40210022d25739c59471,not_packetized,0,false,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,efsa-cadmium-contam-2009,Scientific Opinion of the Panel on Contaminants in the Food Chain on a request from the European Commission on cadmium in food,P2-confirm-local-pdf-match,source_on_page_no_structured_value,candidate_local_pdf_needs_review,raw/studies/FM_11247339_Update_of_the_scientific_opinion_on_tetrabromobisphenol_A_TB.pdf,74d831edd812dad70435a913962eb38b04aed8d68e8a7f83870de128d49f157f,not_packetized,0,false,wiki/sources/efsa-cadmium-contam-2009.md
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,jackson2012-arsenic-organic-foods-brown-rice-syrup,"Arsenic, Organic Foods, and Brown Rice Syrup",P2-confirm-local-pdf-match,source_on_page_no_structured_value,candidate_local_pdf_needs_review,raw/studies/FM_10733137_Biomonitoring_of_inorganic_arsenic_species_in_pregnancy.pdf,fd55f989a4207a526ce46b7a8e008abac032b4db9066605869083e41894fe058,not_packetized,0,false,wiki/sources/jackson2012-arsenic-organic-foods-brown-rice-syrup.md
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,P2-confirm-local-pdf-match,missing_direct_product_route,candidate_local_pdf_needs_review,raw/studies/FM_10955032_Levels_of_Essential_and_Trace_Elements_in_Mozzarella_Availab.pdf,3c4c9d4068f23389eed91ceaea899840c5058ea556c5a66236b6c117531bcf4d,not_packetized,0,false,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,signes-pastor2018-infants-dietary-arsenic-solid-food,Infants' dietary arsenic exposure during transition to solid food,P2-confirm-local-pdf-match,source_on_page_no_structured_value,candidate_local_pdf_needs_review,raw/studies/FM_5940663_Infants_dietary_arsenic_exposure_during_transition_to_solid.pdf,a015d8d91fc1375484fc4225d90f8eeb5feff2d8cb8cfb6189e87618e5ba46f5,not_packetized,0,false,wiki/sources/signes-pastor2018-infants-dietary-arsenic-solid-food.md
unchanged,needs_pdf_match_review,infant-formula-powder-non-soy,tatsuta2024-methylmercury-intake-children-duplicate-diet,Dietary intake of methylmercury by 0-5 years children using the duplicate diet method in Japan,P2-confirm-local-pdf-match,missing_broad_product_context,candidate_local_pdf_needs_review,raw/studies/FM_11111292_Dietary_intake_of_methylmercury_by_0-5_years_children_using.pdf,0d9e67ee89d299d74e26748e959829e7702045a32c4a1007efcf6924e4f10fd3,not_packetized,0,false,wiki/sources/tatsuta2024-methylmercury-intake-children-duplicate-diet.md
unchanged,needs_source_file,infant-formula-powder-non-soy,lutfullah2014-peshawar-dried-fluid-milk-metals,Comparative study of heavy metals in dried and fluid milk in Peshawar by atomic absorption spectrophotometry,P3-find-local-pdf-or-web-copy,missing_broad_product_context,missing_local_pdf,,,not_packetized,0,false,wiki/sources/lutfullah2014-peshawar-dried-fluid-milk-metals.md
