product_slug,source_id,source_title,source_page,metal_species,disposition_status,evidence_use,row_fit,reason,quote_trace,notes,guardrails
fruit-purees,signes-pastor2018-infants-dietary-arsenic-solid-food,Infants' dietary arsenic exposure during transition to solid food,wiki/sources/signes-pastor2018-infants-dietary-arsenic-solid-food.md,tAs,context_only_biomarker_food_diary,context_only_not_published,biomarker_exposure_context_not_product_occurrence,"Signes-Pastor 2018 relates infant food-diary categories to urinary arsenic species; it does not report source-stated fruit-puree concentration rows.","The source reports a 3-day food diary and paired urine samples, then evaluates associations between solid-food intake and urinary arsenic species.",Useful exposure-context source for weaning and arsenic biomarkers. It should not be converted into fruit-puree total or inorganic arsenic occurrence values.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
meat-and-poultry-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Pb,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable meat-and-poultry puree detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
meat-and-poultry-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Cd,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable meat-and-poultry puree detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
meat-and-poultry-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tAs,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable meat-and-poultry puree detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Arsenic remains total/unspecified arsenic, not inorganic arsenic.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
meat-and-poultry-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tHg,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable meat-and-poultry puree detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Mercury remains total mercury, not methylmercury.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
mixed-meals-non-rice,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Pb,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_mixed_food_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative provides some mixes of different foods medians, but not for every declared metal in this route. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
mixed-meals-non-rice,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tAs,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_mixed_food_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative provides some mixes of different foods medians, but not for every declared metal in this route. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Arsenic remains total/unspecified arsenic, not inorganic arsenic.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
mixed-meals-non-rice,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tHg,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_mixed_food_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative provides some mixes of different foods medians, but not for every declared metal in this route. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Mercury remains total mercury, not methylmercury.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
mixed-meals-rice-containing,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tHg,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_rice_product_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative provides some rice and rice mixes medians, but not for every declared metal in this route. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Mercury remains total mercury, not methylmercury.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
non-root-vegetable-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Pb,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable non-root vegetable puree detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
non-root-vegetable-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Cd,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable non-root vegetable puree detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
non-root-vegetable-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tAs,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable non-root vegetable puree detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Arsenic remains total/unspecified arsenic, not inorganic arsenic.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
non-root-vegetable-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tHg,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable non-root vegetable puree detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Mercury remains total mercury, not methylmercury.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-non-soy-non-rice,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Pb,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-non-soy-non-rice,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,tHg,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-non-soy-non-rice,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Ni,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-non-soy-non-rice,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,U,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-rice-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Pb,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-rice-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,tHg,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-rice-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Ni,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-rice-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,U,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-soy-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Pb,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
