category_id,category_label,row_id,row_slug,row_label,metal_species,evidence_fitness_verdict,public_label,review_state,source_count,notes
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r03,infant-formula-rtf-liquid-non-soy,"Infant Formula RTF/Liquid, Non-Soy",Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r04,infant-formula-rtf-liquid-soy-based,"Infant Formula RTF/Liquid, Soy-Based",Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r05,baby-cereals-dry-non-rice,"Baby Cereals, Dry, Non-Rice",Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r06,baby-cereals-dry-rice-based,"Baby Cereals, Dry, Rice-Based",Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r07,fruit-purees,Fruit Purees,Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
